year,ccode,time,timesq,changehr,monitoring,monitoring_lagged,meanmonitoring,forinv,conflict,polity,monitoringAI,meanAI,poplog,gdplog,shaming,AI_lagged,v2x_clphy,changeclphy,rs_shaming
2007,40,.75,.5625,-.11168361,.109375,.12109375,.12770432,.003275143,0,.15000001,12,.22070773,16.238899,8.5551605,0,.11009175,.8,0,0
2008,40,.77499998,.60062498,.02600223,.1015625,.109375,.12770432,.005069714,0,.15000001,15,.22070773,16.239449,8.5915098,,.11009175,.768,-.032000002,
2009,40,.80000001,.64000005,.01678556,.1328125,.1015625,.12770432,.0045316382,0,.15000001,14,.22070773,16.240088,8.6115799,,.13761468,.795,.027000001,
2010,40,.82499999,.68062496,-.00249624,.13671875,.1328125,.12770432,.0045109992,0,.15000001,17,.22070773,16.241034,8.6462307,,.12844037,.823,.028000001,
2011,40,.85000002,.72250003,-.02525181,.12890625,.13671875,.12770432,.003381775,0,.15000001,8,.22070773,16.242397,8.7148323,,.1559633,.823,0,
2012,40,.875,.765625,-.068691969,.1640625,.12890625,.12770432,.0037085521,0,.15000001,24,.22070773,16.24408,8.7715492,,.073394492,.823,0,
2013,40,.89999998,.80999994,-.020081699,.1796875,.1640625,.12770432,.0038368059,0,.15000001,,.22070773,16.245829,8.823184,,.22018349,.825,.0020000001,
2014,40,.92500001,.85562503,,.20703125,.1796875,.12770432,.003398974,0,.15000001,,.22070773,16.24729,,,,.825,0,
2015,40,.94999999,.90249997,,.1875,.20703125,.12770432,.00017886799,0,.15000001,,.22070773,16.248207,,,,.825,0,
2016,40,.97500002,.95062506,,.21875,.1875,.12770432,.00017886799,0,.15000001,,.22070773,,,,,.798,-.027000001,
2017,40,1,1,,.234375,.21875,.12770432,.00017886799,0,.15000001,,.22070773,,,,,.858,.059999999,
1960,41,,,,,,,,,,,,,,,,.035,0,
1961,41,,,,,,,,,,,,,,,,.035,0,
1962,41,,,,,,,,,,,,,,,,.035,0,
1963,41,,,,,,,,,,,,,,,,.035,0,
1964,41,,,,,,,,,,,,,,,,.035,0,
1965,41,,,,,,,,,,,,,,,,.035,0,
1966,41,,,,,,,,,,,,,,,,.035,0,
1967,41,,,,,,,,,,,,,,,,.035,0,
1968,41,,,,,,,,,,,,,,,,.035,0,
1969,41,,,,,,,,,,,,,,,,.035,0,
1970,41,,,,,,,,,,,,,,,,.035,0,
1971,41,,,,,,,,,,,,,,,,.035,0,
1972,41,,,,,,,,,,,,,,,,.035,0,
1973,41,,,,,,,,,,,,,,,,.035,0,
1974,41,,,,,,,,,,,,,,,,.035,0,
1975,41,,,,,,,,,,,,,,,,.035,0,
1976,41,,,,,,,,,,17,.25050968,,,,,.035,0,
1977,41,0,0,,.01171875,,.1361471,.18672477,0,.050000001,37,.25050968,15.491002,,,.1559633,.035,0,
1978,41,.025,.00062499999,.04616439,.01171875,.01171875,.1361471,.185763,0,.050000001,18,.25050968,15.511227,,,.33944955,.035,0,
1979,41,.050000001,.0024999999,.01345605,.03515625,.01171875,.1361471,.1861732,0,.050000001,19,.25050968,15.532235,,,.16513762,.035,0,
1980,41,.075000003,.0056250002,.0075381999,.01171875,.03515625,.1361471,.1858557,0,.050000001,23,.25050968,15.554015,,,.17431192,.035,0,
1981,41,.1,.010000001,.18972188,.0390625,.01171875,.1361471,.18763089,0,.050000001,,.25050968,15.576583,,,.21100917,.035,0,
1982,41,.125,.015625,.16116917,.08203125,.0390625,.1361471,.18777369,0,.050000001,20,.25050968,15.599786,,,,.035,0,
1983,41,.15000001,.022500001,-.083644986,.05859375,.08203125,.1361471,.18800558,0,.050000001,18,.25050968,15.623257,,,.18348624,.035,0,
1984,41,.175,.030624999,-.099873841,.0859375,.05859375,.1361471,.18845652,0,.050000001,29,.25050968,15.646544,,,.16513762,.035,0,
1985,41,.2,.040000003,-.000406504,.08984375,.0859375,.1361471,.18896252,0,.050000001,25,.25050968,15.669336,,,.26605505,.035,0,
1986,41,.22499999,.050624996,-.18732548,.03515625,.08984375,.1361471,.19079807,0,.1,41,.25050968,15.691542,,,.22935779,.049,.014,
1987,41,.25,.0625,-.25732994,.05078125,.03515625,.1361471,.19126253,0,.1,27,.25050968,15.713215,,,.37614679,.426,.377,
1988,41,.27500001,.075625002,.037288669,.05859375,.05078125,.1361471,.18880206,0,.15000001,14,.25050968,15.734394,,,.24770643,.426,0,
1989,41,.30000001,.090000004,.068025589,.03515625,.05859375,.1361471,.19119203,0,.2,28,.25050968,15.755158,,,.12844037,.431,.0049999999,
1990,41,.32499999,.10562499,-.32237217,.03515625,.03515625,.1361471,.19042841,0,.85000002,16,.25050968,15.775568,,,.25688073,.436,.0049999999,
1991,41,.34999999,.12249999,-.19712493,.05859375,.03515625,.1361471,.19398069,.071428575,.15000001,24,.25050968,15.7956,6.1728401,,.14678898,.502,.066,
1992,41,.375,.140625,-.038887862,.046875,.05859375,.1361471,.18614951,0,.15000001,18,.25050968,15.815228,5.7221274,0,.22018349,.441,-.061000001,0
1993,41,.40000001,.16000001,.02766788,.0625,.046875,.1361471,.18912375,0,.15000001,24,.25050968,15.834499,5.5191069,0,.16513762,.441,0,0
1994,41,.42500001,.18062501,.24241418,.12890625,.0625,.1361471,.21259493,0,.85000002,26,.25050968,15.853467,5.6434026,0,.22018349,.463,.022,0
1995,41,.44999999,.20249999,.91051042,.10546875,.12890625,.1361471,.20548594,0,.85000002,42,.25050968,15.87217,5.8854609,0,.23853211,.803,.34,0
1996,41,.47499999,.22562499,.16264528,.08984375,.10546875,.1361471,.1922859,0,.85000002,48,.25050968,15.890636,5.8999066,0,.38532111,.803,0,0
1997,41,.5,.25,.081050396,.109375,.08984375,.1361471,.19231755,0,.85000002,38,.25050968,15.90885,6.0200572,0,.44036698,.875,.071999997,0
1998,41,.52499998,.27562496,-.099225342,.14453125,.109375,.1361471,.19752967,0,.85000002,43,.25050968,15.926751,6.1112881,0,.34862384,.875,0,0
1999,41,.55000001,.30250001,-.039580461,.1328125,.14453125,.1361471,.19220161,0,.60000002,39,.25050968,15.944265,6.2030087,0,.39449543,.875,0,0
2000,41,.57499999,.330625,.14295608,.20703125,.1328125,.1361471,.19071338,0,.40000001,26,.25050968,15.961349,6.1366062,0,.35779816,.875,0,0
2001,41,.60000002,.36000001,.0134781,.16015625,.20703125,.1361471,.18931931,0,.40000001,48,.25050968,15.977979,6.0252328,0,.23853211,.854,-.021,0
2002,41,.625,.390625,-.13500094,.16015625,.16015625,.1361471,.18883455,0,.40000001,49,.25050968,15.994202,5.9738498,0,.44036698,.806,-.048,0
2003,41,.64999998,.42249995,-.15686095,.1484375,.16015625,.1361471,.19034888,0,.40000001,23,.25050968,16.010126,5.7984319,0,.44954127,.78,-.026000001,0
2004,41,.67500001,.45562503,-.33575505,.1484375,.1484375,.1361471,.19794509,.071428575,.5,32,.25050968,16.02589,5.9608579,0,.21100917,.743,-.037,0
2005,41,.69999999,.48999998,.10705441,.1796875,.1484375,.1361471,.20197076,.071428575,.64999998,51,.25050968,16.041582,6.142704,0,.29357797,.664,-.079000004,0
2006,41,.72500002,.52562505,.53286582,.18359375,.1796875,.1361471,.20638414,.071428575,.75,13,.25050968,16.057228,6.2257156,0,.4678899,.696,.032000002,0
2007,41,.75,.5625,.41585594,.17578125,.18359375,.1361471,.20610215,.071428575,.75,27,.25050968,16.072781,6.4229479,0,.11926606,.826,.13,0
2008,41,.77499998,.60062498,.41907042,.1875,.17578125,.1361471,.22041297,0,.75,14,.25050968,16.088165,6.5143414,,.24770643,.826,0,
2009,41,.80000001,.64000005,.2158317,.16796875,.1875,.1361471,.2183295,0,.75,19,.25050968,16.103281,6.504725,,.12844037,.826,0,
2010,41,.82499999,.68062496,.01786292,.16796875,.16796875,.1361471,.3220787,0,.5,18,.25050968,16.118057,6.495688,,.17431192,.826,0,
2011,41,.85000002,.72250003,-.14325231,.234375,.16796875,.1361471,.24494489,0,.5,16,.25050968,16.132481,6.6079302,,.16513762,.775,-.050999999,
2012,41,.875,.765625,-.19973904,.30859375,.234375,.1361471,.23033515,0,.5,13,.25050968,16.146568,6.6423202,,.14678898,.803,.028000001,
2013,41,.89999998,.80999994,-.064968474,.4140625,.30859375,.1361471,.21487431,0,.5,,.25050968,16.160316,6.6974373,,.11926606,.759,-.044,
2014,41,.92500001,.85562503,,.37890625,.4140625,.1361471,.21129826,0,.5,,.25050968,16.173723,6.7216067,,,.759,0,
2015,41,.94999999,.90249997,,.31640625,.37890625,.1361471,.18381636,0,.5,,.25050968,16.186789,6.7199941,,,.759,0,
2016,41,.97500002,.95062506,,.31640625,.31640625,.1361471,.00017886799,0,.75,,.25050968,,,,,.768,.0089999996,
2017,41,1,1,,.20703125,.31640625,.1361471,.00017886799,0,.75,,.25050968,,,,,.698,-.07,
1960,42,,,,,,,,,,,,,5.3187385,,,.03,0,
1961,42,,,,,,,,,,,,,5.2576342,,,.03,0,
1962,42,,,,,,,,,,,,,5.4554687,,,.154,.124,
1963,42,,,,,,,,,,,,,5.5551238,,,.71,.55599999,
1964,42,,,,,,,,,,,,,5.6091561,,,.195,-.51499999,
1965,42,,,,,,,,,,,,,5.4335194,,,.195,0,
1966,42,,,,,,,,,,,,,5.5048857,,,.072,-.123,
1967,42,,,,,,,,,,,,,5.5248713,,,.072,0,
1968,42,,,,,,,,,,,,,5.5369577,,,.124,.052000001,
1969,42,,,,,,,,,,,,,5.6390281,,,.124,0,
1970,42,,,,,,,,,,,,,5.7986703,,,.124,0,
1971,42,,,,,,,,,,,,,5.8856235,,,.124,0,
1972,42,,,,,,,,,,,,,6.0342984,,,.124,0,
1973,42,,,,,,,,,,,,,6.1728354,,,.124,0,
1974,42,,,,,,,,,,,,,6.3679304,,,.124,0,
1975,42,,,,,,,,,,,,,6.549511,,,.124,0,
1976,42,,,,,,,,,,10,.12538226,,6.6177616,,,.124,0,
1977,42,0,0,,.015625,,.099942833,.18454044,0,.34999999,16,.12538226,15.504105,6.7424092,,.091743119,.124,0,
1978,42,.025,.00062499999,.11178166,.015625,.015625,.099942833,.18534361,0,.80000001,1,.12538226,15.52814,6.7583938,,.14678898,.124,0,
1979,42,.050000001,.0024999999,-.015899239,.0234375,.015625,.099942833,.1864651,0,.80000001,,.12538226,15.551745,6.8760509,,.0091743115,.821,.69700003,
1980,42,.075000003,.0056250002,.09162128,.04296875,.0234375,.099942833,.18786412,0,.80000001,,.12538226,15.574965,7.0400558,,,.821,0,
1981,42,.1,.010000001,.20469576,.03515625,.04296875,.099942833,.18631449,0,.80000001,,.12538226,15.597824,7.1087852,,,.821,0,
1982,42,.125,.015625,.095583797,.05078125,.03515625,.099942833,.18936831,0,.80000001,10,.12538226,15.62032,7.1778769,,,.821,0,
1983,42,.15000001,.022500001,.24614692,.078125,.05078125,.099942833,.18911277,0,.80000001,,.12538226,15.642453,7.2351298,,.091743119,.821,0,
1984,42,.175,.030624999,-.083957911,.06640625,.078125,.099942833,.19253951,0,.80000001,10,.12538226,15.664213,7.3941441,,,.712,-.109,
1985,42,.2,.040000003,.18195242,.09375,.06640625,.099942833,.19212766,0,.80000001,4,.12538226,15.685597,6.6559834,,.091743119,.712,0,
1986,42,.22499999,.050624996,-.23448139,.046875,.09375,.099942833,.19156021,0,.80000001,20,.12538226,15.706594,6.8285818,,.036697246,.712,0,
1987,42,.25,.0625,.051769018,.0390625,.046875,.099942833,.1876947,0,.80000001,9,.12538226,15.727217,6.7585597,,.18348624,.642,-.07,
1988,42,.27500001,.075625002,.13377309,.05078125,.0390625,.099942833,.18854366,0,.80000001,6,.12538226,15.747512,6.657382,,.082568809,.611,-.030999999,
1989,42,.30000001,.090000004,.050826669,.08203125,.05078125,.099942833,.19173966,0,.80000001,6,.12538226,15.767536,6.855834,,.055045873,.611,0,
1990,42,.32499999,.10562499,-.12492627,.078125,.08203125,.099942833,.18683666,0,.80000001,6,.12538226,15.787317,6.8923283,,.055045873,.611,0,
1991,42,.34999999,.12249999,-.12423903,.0390625,.078125,.099942833,.18813875,0,.80000001,10,.12538226,15.806889,7.1910157,,.055045873,.611,0,
1992,42,.375,.140625,-.077915192,.03125,.0390625,.099942833,.18818016,0,.80000001,18,.12538226,15.826212,7.3198795,0,.091743119,.611,0,0
1993,42,.40000001,.16000001,.082046986,.0390625,.03125,.099942833,.18742907,0,.80000001,12,.12538226,15.845166,7.4412327,0,.16513762,.611,0,0
1994,42,.42500001,.18062501,-.13639988,.03515625,.0390625,.099942833,.19177988,0,.75,19,.12538226,15.863597,7.534585,0,.11009175,.509,-.102,0
1995,42,.44999999,.20249999,-.071255274,.03125,.03515625,.099942833,.19219683,0,.75,9,.12538226,15.881413,7.6366,0,.17431192,.68,.171,0
1996,42,.47499999,.22562499,-.37536144,.06640625,.03125,.099942833,.18762107,0,.89999998,16,.12538226,15.898584,7.7223492,0,.082568809,.711,.030999999,0
1997,42,.5,.25,-.03964841,.06640625,.06640625,.099942833,.18854925,0,.89999998,20,.12538226,15.91518,7.7833047,0,.14678898,.858,.147,0
1998,42,.52499998,.27562496,-.069561012,.0859375,.06640625,.099942833,.19054018,0,.89999998,19,.12538226,15.931329,7.8445964,0,.18348624,.858,0,0
1999,42,.55000001,.30250001,.11197299,.10546875,.0859375,.099942833,.19766085,0,.89999998,14,.12538226,15.947203,7.8538237,0,.17431192,.858,0,0
2000,42,.57499999,.330625,.12740254,.1640625,.10546875,.099942833,.19077168,0,.89999998,14,.12538226,15.962917,7.9382401,0,.12844037,.858,0,0
2001,42,.60000002,.36000001,.052298609,.125,.1640625,.099942833,.19278775,0,.89999998,14,.12538226,15.978503,7.9593329,0,.12844037,.858,0,0
2002,42,.625,.390625,.20906627,.0390625,.125,.099942833,.19414575,0,.89999998,24,.12538226,15.993924,8.0091867,1,.12844037,.858,0,.037037037
2003,42,.64999998,.42249995,-.049549639,.11328125,.0390625,.099942833,.19000457,0,.89999998,17,.12538226,16.009146,7.7717543,0,.22018349,.858,0,0
2004,42,.67500001,.45562503,.02251327,.11328125,.11328125,.099942833,.19259849,0,.89999998,7,.12538226,16.024115,7.7919745,0,.1559633,.858,0,0
2005,42,.69999999,.48999998,-.10825187,.1171875,.11328125,.099942833,.19216251,0,.89999998,12,.12538226,16.03879,8.2109575,0,.064220183,.858,0,0
2006,42,.72500002,.52562505,-.12759775,.16796875,.1171875,.099942833,.19161399,0,.89999998,15,.12538226,16.053165,8.2523098,0,.11009175,.858,0,0
2007,42,.75,.5625,-.12862295,.1484375,.16796875,.099942833,.19467281,0,.89999998,14,.12538226,16.067259,8.4418745,0,.13761468,.858,0,0
2008,42,.77499998,.60062498,-.29408306,.1484375,.1484375,.099942833,.19785528,0,.89999998,22,.12538226,16.081068,8.5165815,,.12844037,.858,0,
2009,42,.80000001,.64000005,-.075217776,.17578125,.1484375,.099942833,.19966812,0,.89999998,10,.12538226,16.094595,8.5038939,,.20183486,.858,0,
2010,42,.82499999,.68062496,.097142458,.19921875,.17578125,.099942833,.20453039,0,.89999998,21,.12538226,16.107841,8.6018953,,.091743119,.858,0,
2011,42,.85000002,.72250003,.08159399,.1953125,.19921875,.099942833,.20745772,0,.89999998,27,.12538226,16.120806,8.6691236,,.19266056,.858,0,
2012,42,.875,.765625,.18711299,.15625,.1953125,.099942833,.19757991,0,.89999998,19,.12538226,16.13348,8.6939993,,.24770643,.858,0,
2013,42,.89999998,.80999994,.068008296,.2421875,.15625,.099942833,.19318111,0,.89999998,,.12538226,16.145847,8.6915379,,.17431192,.858,0,
2014,42,.92500001,.85562503,,.1875,.2421875,.099942833,.20510468,0,.89999998,,.12538226,16.157888,8.7237749,,,.858,0,
2015,42,.94999999,.90249997,,.2109375,.1875,.099942833,.18994111,0,.89999998,,.12538226,16.169586,8.7599125,,,.858,0,
2016,42,.97500002,.95062506,,.19140625,.2109375,.099942833,.00017886799,0,.85000002,,.12538226,,,,,.858,0,
2017,42,1,1,,.18359375,.19140625,.099942833,.00017886799,0,.85000002,,.12538226,,,,,.858,0,
1960,51,,,,,,,,,,,,,6.0617747,,,.829,.092,
1961,51,,,,,,,,,,,,,6.1155257,,,.829,0,
1962,51,,,,,,,,,,,,,6.1384954,,,.765,-.064000003,
1963,51,,,,,,,,,,,,,6.1827011,,,.765,0,
1964,51,,,,,,,,,,,,,6.2492423,,,.765,0,
1965,51,,,,,,,,,,,,,6.3142061,,,.765,0,
1966,51,,,,,,,,,,,,,6.4217477,,,.765,0,
1967,51,,,,,,,,,,,,,6.455843,,,.765,0,
1968,51,,,,,,,,,,,,,6.387394,,,.765,0,
1969,51,,,,,,,,,,,,,6.470305,,,.765,0,
1970,51,,,,,,,,,,,,,6.62219,,,.789,.024,
1971,51,,,,,,,,,,,,,6.6998978,,,.789,0,
1972,51,,,,,,,,,,,,,6.8814321,,,.789,0,
1973,51,,,,,,,,,,,,,6.8817468,,,.769,-.02,
1974,51,,,,,,,,,,,,,7.0867562,,,.769,0,
1975,51,,,,,,,,,,,,,7.2591057,,,.769,0,
1976,51,,,,,,,,,,4,.14539894,,7.2831545,,,.769,0,
1977,51,0,0,,.01171875,,.073932923,.18687505,0,1,3,.14539894,14.537925,7.363914,,.036697246,.769,0,
1978,51,.025,.00062499999,.058041509,.01171875,.01171875,.073932923,.18894702,0,1,,.14539894,14.548026,7.1477323,,.027522936,.769,0,
1979,51,.050000001,.0024999999,.21418154,.01953125,.01171875,.073932923,.18644884,0,1,,.14539894,14.559418,7.049706,,,.769,0,
1980,51,.075000003,.0056250002,.33326119,.01953125,.01953125,.073932923,.18776406,.071428575,1,,.14539894,14.57304,7.1358109,,,.769,0,
1981,51,.1,.010000001,.17886817,.0234375,.01953125,.073932923,.19191104,0,1,,.14539894,14.586683,7.2281799,,,.78,.011,
1982,51,.125,.015625,.11124194,.03125,.0234375,.073932923,.19206323,0,1,5,.14539894,14.604013,7.311202,,,.78,0,
1983,51,.15000001,.022500001,-.17516762,.0390625,.03125,.073932923,.19378209,0,1,2,.14539894,14.622343,7.3871927,,.04587156,.78,0,
1984,51,.175,.030624999,-.30189455,.03515625,.0390625,.073932923,.19573288,0,1,13,.14539894,14.639642,6.9480166,,.018348623,.78,0,
1985,51,.2,.040000003,-.10725349,.046875,.03515625,.073932923,.19154383,0,1,11,.14539894,14.653234,6.8120828,,.11926606,.78,0,
1986,51,.22499999,.050624996,-.018045601,.04296875,.046875,.073932923,.1910809,0,1,11,.14539894,14.663865,7.0726547,,.10091743,.78,0,
1987,51,.25,.0625,-.025365951,.0390625,.04296875,.073932923,.19334349,0,1,15,.14539894,14.670181,7.243062,,.10091743,.78,0,
1988,51,.27500001,.075625002,-.067619376,.0390625,.0390625,.073932923,.19768693,0,1,11,.14539894,14.672646,7.3930521,,.13761468,.853,.072999999,
1989,51,.30000001,.090000004,.026013259,.046875,.0390625,.073932923,.1942559,0,1,27,.14539894,14.680466,7.525526,,.10091743,.853,0,
1990,51,.32499999,.10562499,-.13811141,.03515625,.046875,.073932923,.19387528,0,1,17,.14539894,14.686804,7.560823,,.24770643,.853,0,
1991,51,.34999999,.12249999,-.20950317,.03125,.03515625,.073932923,.20443448,0,1,12,.14539894,14.693494,7.4337149,,.1559633,.853,0,
1992,51,.375,.140625,-.223746,.0390625,.03125,.073932923,.19047643,0,1,10,.14539894,14.700535,7.2842813,0,.11009175,.853,0,0
1993,51,.40000001,.16000001,.056154728,.03515625,.0390625,.073932923,.19932674,0,.94999999,27,.14539894,14.707929,7.5963278,0,.091743119,.853,0,0
1994,51,.42500001,.18062501,.18065423,.03515625,.03515625,.073932923,.19070822,0,.94999999,30,.14539894,14.715672,7.5984316,0,.24770643,.853,0,0
1995,51,.44999999,.20249999,.10219872,.0390625,.03515625,.073932923,.18886805,0,.94999999,19,.14539894,14.723769,7.7537766,0,.27522936,.853,0,0
1996,51,.47499999,.22562499,.39718688,.0390625,.0390625,.073932923,.18904969,0,.94999999,7,.14539894,14.735763,7.8599892,0,.17431192,.853,0,0
1997,51,.5,.25,.03711522,.0390625,.0390625,.073932923,.1867944,0,.94999999,31,.14539894,14.745337,7.9861865,0,.064220183,.853,0,0
1998,51,.52499998,.27562496,-.22187233,.05078125,.0390625,.073932923,.19061893,0,.94999999,16,.14539894,14.754259,8.1344309,0,.28440368,.853,0,0
1999,51,.55000001,.30250001,-.086587071,.09375,.05078125,.073932923,.18699935,0,.94999999,15,.14539894,14.761084,8.1364527,0,.14678898,.853,0,0
2000,51,.57499999,.330625,-.01679093,.109375,.09375,.073932923,.18746904,0,.94999999,23,.14539894,14.766932,8.1456795,0,.13761468,.853,0,0
2001,51,.60000002,.36000001,-.16368061,.09765625,.109375,.073932923,.18872906,0,.94999999,21,.14539894,14.773157,8.1570549,6,.21100917,.853,0,.22222222
2002,51,.625,.390625,-.02681553,.11328125,.09765625,.073932923,.18816233,0,.94999999,30,.14539894,14.776872,8.2179184,0,.19266056,.853,0,0
2003,51,.64999998,.42249995,-.074691765,.0859375,.11328125,.073932923,.18764441,0,.94999999,27,.14539894,14.780476,8.1834421,0,.27522936,.853,0,0
2004,51,.67500001,.45562503,.01937091,.09375,.0859375,.073932923,.18937309,0,.94999999,25,.14539894,14.784069,8.2567663,0,.24770643,.853,0,0
2005,51,.69999999,.48999998,.12853533,.11328125,.09375,.073932923,.18910879,0,.94999999,18,.14539894,14.787653,8.3519211,0,.22935779,.853,0,0
2006,51,.72500002,.52562505,.069125302,.11328125,.11328125,.073932923,.18877397,0,.94999999,5,.14539894,14.791218,8.4090509,0,.16513762,.853,0,0
2007,51,.75,.5625,-.034039021,.109375,.11328125,.073932923,.18838605,0,.94999999,8,.14539894,14.794769,8.4798231,0,.04587156,.853,0,0
2008,51,.77499998,.60062498,-.15641928,.09765625,.109375,.073932923,.19068532,0,.94999999,18,.14539894,14.798313,8.540782,,.073394492,.853,0,
2009,51,.80000001,.64000005,-.13188243,.10546875,.09765625,.073932923,.1876211,0,.94999999,10,.14539894,14.801845,8.4094458,,.16513762,.853,0,
2010,51,.82499999,.68062496,-.19652933,.14453125,.10546875,.073932923,.18612732,0,.94999999,23,.14539894,14.805358,8.497406,,.091743119,.863,.0099999998,
2011,51,.85000002,.72250003,.075936019,.17578125,.14453125,.073932923,.18626699,0,.94999999,14,.14539894,14.808702,8.5815706,,.21100917,.863,0,
2012,51,.875,.765625,.11410952,.15234375,.17578125,.073932923,.18641426,0,.94999999,15,.14539894,14.811649,8.6026173,,.12844037,.863,0,
2013,51,.89999998,.80999994,.04237175,.140625,.15234375,.073932923,.18663508,0,.94999999,,.14539894,14.81418,8.5667048,,.13761468,.853,-.0099999998,
2014,51,.92500001,.85562503,,.16015625,.140625,.073932923,.18792613,0,.94999999,,.14539894,14.816346,8.5407572,,,.853,0,
2015,51,.94999999,.90249997,,.13671875,.16015625,.073932923,.18581314,0,.94999999,,.14539894,14.818324,8.5444031,,,.853,0,
2016,51,.97500002,.95062506,,.1328125,.13671875,.073932923,.00017886799,0,.94999999,,.14539894,,,,,.853,0,
2017,51,1,1,,.10546875,.1328125,.073932923,.00017886799,0,.94999999,,.14539894,,,,,.858,.0049999999,
1960,52,,,,,,,,,,,,,6.4478321,,,.904,0,
1961,52,,,,,,,,,,,,,6.5161657,,,.904,0,
1962,52,,,,,,,,,,,,,6.5564384,,,.9399999999999999,.035999998,
1963,52,,,,,,,,,,,,,6.6331496,,,.9399999999999999,0,
1964,52,,,,,,,,,,,,,6.6696653,,,.9399999999999999,0,
1965,52,,,,,,,,,,,,,6.6936646,,,.9399999999999999,0,
1966,52,,,,,,,,,,,,,6.6679201,,,.9399999999999999,0,
1967,52,,,,,,,,,,,,,6.7128921,,,.9399999999999999,0,
1968,52,,,,,,,,,,,,,6.7028656,,,.9399999999999999,0,
1969,52,,,,,,,,,,,,,6.7224374,,,.9399999999999999,0,
1970,52,,,,,,,,,,,,,6.7670751,,,.9399999999999999,0,
1971,52,,,,,,,,,,,,,6.8434086,,,.9399999999999999,0,
1972,52,,,,,,,,,,,,,7.0196095,,,.9399999999999999,0,
1973,52,,,,,,,,,,,,,7.1944146,,,.9399999999999999,0,
1974,52,,,,,,,,,,,,,7.6246381,,,.9399999999999999,0,
1975,52,,,,,,,,,,,,,7.7894244,,,.9399999999999999,0,
1976,52,,,,,,,,,,1,.092692189,,7.798883,,,.9399999999999999,0,
1977,52,0,0,,,,.056743421,.18396831,0,.89999998,4,.092692189,13.854498,8.0125666,,.0091743115,.9399999999999999,0,
1978,52,.025,.00062499999,-.15073538,,,.056743421,.18392494,0,.89999998,,.092692189,13.868206,8.1254749,,.036697246,.9399999999999999,0,
1979,52,.050000001,.0024999999,-.14934838,.0234375,,.056743421,.18404016,0,.89999998,,.092692189,13.882421,8.3674269,,,.9399999999999999,0,
1980,52,.075000003,.0056250002,.18791497,.01953125,.0234375,.056743421,.18401775,0,.89999998,,.092692189,13.897374,8.6562033,,,.9399999999999999,0,
