year,ccode,time,timesq,changehr,monitoring,monitoring_lagged,meanmonitoring,forinv,conflict,polity,monitoringAI,meanAI,poplog,gdplog,shaming,AI_lagged,v2x_clphy,changeclphy,rs_shaming
1993,101,.40000001,.16000001,-.12662739,.0625,.02734375,.11461509,.003354748,0,.89999998,22,.17737003,16.872526,7.9130359,0,.26605505,.8090000000000001,0,0
1994,101,.42500001,.18062501,-.065539032,.05859375,.0625,.11461509,.001191631,0,.89999998,30,.17737003,16.894058,7.8639779,0,.20183486,.837,.028000001,0
1995,101,.44999999,.20249999,.10035291,.046875,.05859375,.11461509,.0014373281,0,.89999998,23,.17737003,16.915092,8.124177,0,.27522936,.837,0,0
1996,101,.47499999,.22562499,-.020029249,.0703125,.046875,.11461509,.001689905,0,.89999998,17,.17737003,16.935637,8.0109339,0,.21100917,.837,0,0
1997,101,.5,.25,.34055859,.046875,.0703125,.11461509,.001547892,0,.89999998,16,.17737003,16.95569,8.2200308,0,.1559633,.837,0,0
1998,101,.52499998,.27562496,.35081148,.08203125,.046875,.11461509,.001398999,0,.89999998,17,.17737003,16.975304,8.2625341,0,.14678898,.821,-.016000001,0
1999,101,.55000001,.30250001,.14893472,.140625,.08203125,.11461509,.0020948141,0,.85000002,12,.17737003,16.994537,8.3134327,0,.1559633,.793,-.028000001,0
2000,101,.57499999,.330625,.1277411,.1875,.140625,.11461509,.004783723,0,.85000002,26,.17737003,17.013428,8.4732733,0,.11009175,.782,-.011,0
2001,101,.60000002,.36000001,-.12085766,.203125,.1875,.11461509,.0019798269,0,.80000001,13,.17737003,17.031992,8.5027237,0,.23853211,.758,-.024,0
2002,101,.625,.390625,-.22189796,.140625,.203125,.11461509,.002764584,0,.80000001,41,.17737003,17.050226,8.2044516,0,.11926606,.73,-.028000001,0
2003,101,.64999998,.42249995,.17061651,.21484375,.140625,.11461509,.0035400039,0,.80000001,32,.17737003,17.068113,8.0814619,1,.37614679,.705,-.025,.037037037
2004,101,.67500001,.45562503,-.035175681,.15625,.21484375,.11461509,.00200194,0,.80000001,16,.17737003,17.08563,8.360157,0,.29357797,.705,0,0
2005,101,.69999999,.48999998,.00160486,.18359375,.15625,.11461509,.001867298,0,.80000001,22,.17737003,17.102758,8.6007748,0,.14678898,.705,0,0
2006,101,.72500002,.52562505,-.1570031,.14453125,.18359375,.11461509,.00196656,0,.75,13,.17737003,17.119507,8.8158503,0,.20183486,.733,.028000001,0
2007,101,.75,.5625,-.01211911,.125,.14453125,.11461509,.0022486199,0,.75,4,.17737003,17.135883,9.0270443,0,.11926606,.733,0,0
2008,101,.77499998,.60062498,.1199609,.109375,.125,.11461509,.002603407,0,.75,20,.17737003,17.151875,9.3258677,,.036697246,.733,0,
2009,101,.80000001,.64000005,.086258352,.203125,.109375,.11461509,.002163609,0,.34999999,12,.17737003,17.167469,9.3531275,,.18348624,.733,0,
2010,101,.82499999,.68062496,.12797385,.3828125,.203125,.11461509,.0021120119,0,.34999999,9,.17737003,17.182659,9.5164528,,.11009175,.719,-.014,
2011,101,.85000002,.72250003,.062001649,.27734375,.3828125,.11461509,.001793589,0,.34999999,20,.17737003,17.197445,9.2830877,,.082568809,.719,0,
2012,101,.875,.765625,-.087008774,.1875,.27734375,.11461509,.001674672,0,.34999999,12,.17737003,17.211838,9.4549789,,.18348624,.719,0,
2013,101,.89999998,.80999994,.10229051,.19921875,.1875,.11461509,.001644205,0,.69999999,,.17737003,17.225868,9.4145079,,.11009175,.622,-.097000003,
2014,101,.92500001,.85562503,,.25390625,.19921875,.11461509,.001633886,0,.69999999,,.17737003,17.239573,,,,.54,-.082000002,
2015,101,.94999999,.90249997,,.21875,.25390625,.11461509,.00017886799,0,.69999999,,.17737003,17.252977,,,,.484,-.056000002,
2016,101,.97500002,.95062506,,.25,.21875,.11461509,.00017886799,0,.69999999,,.17737003,,,,,.535,.050999999,
2017,101,1,1,,.24609375,.25,.11461509,.00017886799,0,.34999999,,.17737003,,,,,.351,-.184,
1960,110,,,,,,,,,,,,,5.7093773,,,.645,0,
1961,110,,,,,,,,,,,,,5.7661638,,,.645,0,
1962,110,,,,,,,,,,,,,5.7826347,,,.572,-.072999999,
1963,110,,,,,,,,,,,,,5.6489401,,,.572,0,
1964,110,,,,,,,,,,,,,5.7247486,,,.572,0,
1965,110,,,,,,,,,,,,,5.7925963,,,.572,0,
1966,110,,,,,,,,,,,,,5.8444252,,,.546,-.026000001,
1967,110,,,,,,,,,,,,,5.9196844,,,.732,.186,
1968,110,,,,,,,,,,,,,5.8225541,,,.732,0,
1969,110,,,,,,,,,,,,,5.8931208,,,.732,0,
1970,110,,,,,,,,,,,,,5.9532771,,,.732,0,
1971,110,,,,,,,,,,,,,5.99333,,,.732,0,
1972,110,,,,,,,,,,,,,5.9932384,,,.732,0,
1973,110,,,,,,,,,,,,,6.0542312,,,.732,0,
1974,110,,,,,,,,,,,,,6.3873396,,,.67,-.061999999,
1975,110,,,,,,,,,,,,,6.5050163,,,.67,0,
1976,110,,,,,,,,,,1,.12614679,,6.405405,,,.67,0,
1977,110,0,0,,.03125,,.07545732,.18431033,0,.55000001,6,.12614679,13.544286,6.3802056,,.0091743115,.732,.061999999,
1978,110,.025,.00062499999,-.34048766,.03125,.03125,.07545732,.18692948,0,.5,,.12614679,13.558328,6.4858513,,.055045873,.732,0,
1979,110,.050000001,.0024999999,-.18017113,.01953125,.03125,.07545732,.1841643,0,.5,6,.12614679,13.569197,6.5200205,,,.732,0,
1980,110,.075000003,.0056250002,-.43243796,.0390625,.01953125,.07545732,.18422033,0,.15000001,7,.12614679,13.575493,6.6422663,,.055045873,.415,-.317,
1981,110,.1,.010000001,-.1946798,.046875,.0390625,.07545732,.18403657,0,.15000001,40,.12614679,13.576908,6.5848651,,.064220183,.476,.061000001,
1982,110,.125,.015625,-.02561569,.0625,.046875,.07545732,.18405452,0,.15000001,22,.12614679,13.574033,6.4194221,,.36697248,.476,0,
1983,110,.15000001,.022500001,.13567269,.03515625,.0625,.07545732,.18445982,0,.15000001,6,.12614679,13.567519,6.4410348,,.20183486,.476,0,
1984,110,.175,.030624999,.12930512,.046875,.03515625,.07545732,.18405175,0,.15000001,20,.12614679,13.558425,6.3384633,,.055045873,.476,0,
1985,110,.2,.040000003,.48890889,.0625,.046875,.07545732,.18380125,0,.15000001,5,.12614679,13.547688,6.3847928,,.18348624,.476,0,
1986,110,.22499999,.050624996,.26227832,.04296875,.0625,.07545732,.18372232,0,.15000001,16,.12614679,13.535265,6.5041132,,.04587156,.73,.25400001,
1987,110,.25,.0625,.22643059,.0234375,.04296875,.07545732,.18425135,0,.15000001,3,.12614679,13.521339,6.1651382,,.14678898,.73,0,
1988,110,.27500001,.075625002,.055334568,.01953125,.0234375,.07545732,.18459421,0,.15000001,10,.12614679,13.507452,6.3334417,,.027522936,.73,0,
1989,110,.30000001,.090000004,-.030071439,.03515625,.01953125,.07545732,.18773349,0,.15000001,7,.12614679,13.495631,6.2594695,,.091743119,.73,0,
1990,110,.32499999,.10562499,-.03710866,.03125,.03515625,.07545732,.18637756,0,.15000001,13,.12614679,13.487398,6.3109961,,.064220183,.73,0,
1991,110,.34999999,.12249999,.12377501,.015625,.03125,.07545732,.1912778,0,.15000001,16,.12614679,13.483531,6.151197,,.11926606,.73,0,
1992,110,.375,.140625,.034020539,.03125,.015625,.07545732,.18485105,0,.80000001,16,.12614679,13.483697,6.2406611,0,.14678898,.73,0,0
1993,110,.40000001,.16000001,.04147768,.02734375,.03125,.07545732,.18582563,0,.80000001,23,.12614679,13.486881,6.4205575,0,.14678898,.73,0,0
1994,110,.42500001,.18062501,.25401741,.02734375,.02734375,.07545732,.18433364,0,.80000001,18,.12614679,13.491483,6.6172161,0,.21100917,.73,0,0
1995,110,.44999999,.20249999,.1903823,.05859375,.02734375,.07545732,.18607169,0,.80000001,10,.12614679,13.496263,6.7515883,0,.16513762,.73,0,0
1996,110,.47499999,.22562499,-.19136965,.0546875,.05859375,.07545732,.18561417,0,.80000001,14,.12614679,13.501064,6.87322,0,.091743119,.73,0,0
1997,110,.5,.25,.04870683,.0546875,.0546875,.07545732,.19373697,0,.80000001,21,.12614679,13.506065,6.9283686,0,.12844037,.73,0,0
1998,110,.52499998,.27562496,.15111357,.06640625,.0546875,.07545732,.18871586,0,.80000001,18,.12614679,13.510772,6.8805547,0,.19266056,.73,0,0
1999,110,.55000001,.30250001,-.088502772,.0859375,.06640625,.07545732,.1854357,0,.80000001,8,.12614679,13.514661,6.844409,0,.16513762,.73,0,0
2000,110,.57499999,.330625,-.30474484,.08203125,.0859375,.07545732,.18641858,0,.80000001,16,.12614679,13.517398,6.8671279,0,.073394492,.5649999999999999,-.16500001,0
2001,110,.60000002,.36000001,-.19196808,.08984375,.08203125,.07545732,.18613046,0,.80000001,16,.12614679,13.518671,6.8425937,0,.14678898,.514,-.050999999,0
2002,110,.625,.390625,-.10702699,.078125,.08984375,.07545732,.18625036,0,.80000001,12,.12614679,13.518596,6.8795786,0,.14678898,.575,.061000001,0
2003,110,.64999998,.42249995,-.20755857,.09765625,.078125,.07545732,.18679236,0,.80000001,29,.12614679,13.517828,6.9069366,0,.11009175,.575,0,0
2004,110,.67500001,.45562503,.044049319,.12109375,.09765625,.07545732,.186812,0,.80000001,23,.12614679,13.517323,6.9650412,0,.26605505,.575,0,0
2005,110,.69999999,.48999998,.32977641,.125,.12109375,.07545732,.18561964,0,.80000001,14,.12614679,13.517772,7.0129776,0,.21100917,.575,0,0
2006,110,.72500002,.52562505,.18395275,.140625,.125,.07545732,.18587551,0,.80000001,13,.12614679,13.5194,7.5812383,0,.12844037,.589,.014,0
2007,110,.75,.5625,.18110037,.08984375,.140625,.07545732,.18652283,0,.80000001,,.12614679,13.521996,7.7553477,0,.11926606,.589,0,0
2008,110,.77499998,.60062498,.0436312,.1015625,.08984375,.07545732,.18594775,0,.80000001,,.12614679,13.525287,7.8516569,,,.589,0,
2009,110,.80000001,.64000005,-.022553209,.09375,.1015625,.07545732,.1863839,0,.80000001,6,.12614679,13.528827,7.9002881,,,.58,-.0089999996,
2010,110,.82499999,.68062496,.2702862,.125,.09375,.07545732,.19721039,0,.80000001,5,.12614679,13.532301,8.0060148,,.055045873,.628,.048,
2011,110,.85000002,.72250003,.091196299,.125,.125,.07545732,.18593399,0,.80000001,,.12614679,13.535642,8.1340952,,.04587156,.647,.018999999,
2012,110,.875,.765625,.023910999,.1484375,.125,.07545732,.18537915,0,.80000001,,.12614679,13.53898,8.2320099,,,.647,0,
2013,110,.89999998,.80999994,.0093162097,.16015625,.1484375,.07545732,.18475957,0,.80000001,,.12614679,13.542432,8.2761097,,,.647,0,
2014,110,.92500001,.85562503,,.15625,.16015625,.07545732,.18985513,0,.80000001,,.12614679,13.546183,8.3010664,,,.647,0,
2015,110,.94999999,.90249997,,.14453125,.15625,.07545732,.18386702,0,.85000002,,.12614679,13.550353,8.3253908,,,.843,.19599999,
2016,110,.97500002,.95062506,,.15625,.14453125,.07545732,.00017886799,0,.85000002,,.12614679,,,,,.913,.07,
2017,110,1,1,,.109375,.15625,.07545732,.00017886799,0,.85000002,,.12614679,,,,,.913,0,
1960,115,,,,,,,,,,,,,5.7796688,,,.795,0,
1961,115,,,,,,,,,,,,,5.7990651,,,.795,0,
1962,115,,,,,,,,,,,,,5.8226638,,,.795,0,
1963,115,,,,,,,,,,,,,5.8571563,,,.825,.029999999,
1964,115,,,,,,,,,,,,,5.9246683,,,.825,0,
1965,115,,,,,,,,,,,,,6.0351787,,,.825,0,
1966,115,,,,,,,,,,,,,6.2177191,,,.825,0,
1967,115,,,,,,,,,,,,,6.3382044,,,.825,0,
1968,115,,,,,,,,,,,,,6.4187388,,,.825,0,
1969,115,,,,,,,,,,,,,6.4557838,,,.825,0,
1970,115,,,,,,,,,,,,,6.5008264,,,.825,0,
1971,115,,,,,,,,,,,,,6.5880251,,,.825,0,
1972,115,,,,,,,,,,,,,6.652267,,,.825,0,
1973,115,,,,,,,,,,,,,6.7200384,,,.825,0,
1974,115,,,,,,,,,,,,,6.917285,,,.885,.059999999,
1975,115,,,,,,,,,,,,,7.1563516,,,.919,.034000002,
1976,115,,,,,,,,,,,,,7.2434063,,,.919,0,
1977,115,0,0,,,,.06911058,.18819349,0,.75,,.11117107,12.79678,7.48176,,,.919,0,
1978,115,.025,.00062499999,-.025167169,,,.06911058,.19471554,0,.75,,.11117107,12.797915,7.6181459,,,.919,0,
1979,115,.050000001,.0024999999,-.036342438,.02734375,,.06911058,.19303113,0,.75,,.11117107,12.799778,7.6788654,,,.919,0,
1980,115,.075000003,.0056250002,-.344235,.02734375,.02734375,.06911058,.19679268,0,.44999999,15,.11117107,12.801543,7.6921835,,,.33,-.58899999,
1981,115,.1,.010000001,-.28690457,.03125,.02734375,.06911058,.18918377,0,.44999999,9,.11117107,12.803009,7.8026552,,.13761468,.33,0,
1982,115,.125,.015625,-.31907946,.078125,.03125,.06911058,.18361993,0,.2,17,.11117107,12.80489,7.8297086,,.082568809,.33,0,
1983,115,.15000001,.022500001,-.070816584,.0859375,.078125,.06911058,.18390745,0,.2,14,.11117107,12.808315,7.7911997,,.1559633,.33,0,
1984,115,.175,.030624999,-.024472771,.0703125,.0859375,.06911058,.18335113,0,.2,8,.11117107,12.81478,7.7624764,,.12844037,.33,0,
1985,115,.2,.040000003,-.01678646,.0625,.0703125,.06911058,.1836832,0,.2,10,.11117107,12.825221,7.7625117,,.073394492,.33,0,
1986,115,.22499999,.050624996,-.35802811,.06640625,.0625,.06911058,.18356282,.071428575,.2,22,.11117107,12.839929,7.7679262,,.091743119,.33,0,
1987,115,.25,.0625,.11306226,.0546875,.06640625,.06911058,.18352726,.071428575,.44999999,18,.11117107,12.858179,7.8447309,,.20183486,.33,0,
1988,115,.27500001,.075625002,.45074463,.05859375,.0546875,.06911058,.18510036,.071428575,.44999999,12,.11117107,12.878637,7.9938245,,.16513762,.442,.112,
1989,115,.30000001,.090000004,.30744433,.0546875,.05859375,.06911058,.18445927,.071428575,.44999999,,.11117107,12.899552,7.212183,,.11009175,.67,.228,
1990,115,.32499999,.10562499,.13634771,.06640625,.0546875,.06911058,.18495958,0,.60000002,11,.11117107,12.919699,6.8575902,,,.855,.185,
1991,115,.34999999,.12249999,.43720007,.05859375,.06640625,.06911058,.18465836,0,.75,,.11117107,12.938604,6.9823694,,.10091743,.893,.037999999,
1992,115,.375,.140625,.36913365,.01953125,.05859375,.06911058,.18903002,0,.75,9,.11117107,12.956479,6.8619308,0,,.893,0,0
1993,115,.40000001,.16000001,.11623502,.0390625,.01953125,.06911058,.18919039,0,.75,,.11117107,12.973634,6.902854,0,.082568809,.893,0,0
1994,115,.42500001,.18062501,.14576167,.0234375,.0390625,.06911058,.18663,0,.75,,.11117107,12.990613,7.2309394,0,,.893,0,0
1995,115,.44999999,.20249999,.16553491,.0390625,.0234375,.06911058,.1881983,0,.75,,.11117107,13.007693,7.3502469,0,,.893,0,0
1996,115,.47499999,.22562499,.20774543,.04296875,.0390625,.06911058,.18956618,0,.75,10,.11117107,13.025088,7.5480886,0,,.893,0,0
1997,115,.5,.25,.16848087,.05859375,.04296875,.06911058,.18587357,0,.75,,.11117107,13.042387,7.6078863,0,.091743119,.893,0,0
1998,115,.52499998,.27562496,.24689019,.0546875,.05859375,.06911058,.18457122,0,.75,,.11117107,13.058588,7.6081071,0,,.893,0,0
1999,115,.55000001,.30250001,.0078087999,.078125,.0546875,.06911058,.18438126,0,.75,,.11117107,13.072411,7.5291896,0,,.893,0,0
2000,115,.57499999,.330625,-.27838171,.06640625,.078125,.06911058,.18397874,0,.75,8,.11117107,13.083105,7.5260563,0,,.893,0,0
2001,115,.60000002,.36000001,-.11123657,.0703125,.06640625,.06911058,.19190857,0,.75,5,.11117107,13.090274,7.3631043,0,.073394492,.893,0,0
2002,115,.625,.390625,.18178284,.0625,.0703125,.06911058,.18572363,0,.75,18,.11117107,13.094522,7.7042251,0,.04587156,.893,0,0
2003,115,.64999998,.42249995,.15834868,.05078125,.0625,.06911058,.18496013,0,.75,15,.11117107,13.097335,7.8658891,0,.16513762,.893,0,0
2004,115,.67500001,.45562503,-.12322783,.078125,.05078125,.06911058,.18726496,0,.75,,.11117107,13.100756,8.017314,0,.13761468,.893,0,0
2005,115,.69999999,.48999998,.075438015,.0859375,.078125,.06911058,.18560918,0,.75,,.11117107,13.106232,8.2013569,0,,.893,0,0
2006,115,.72500002,.52562505,.081028938,.09765625,.0859375,.06911058,.18538426,0,.75,,.11117107,13.114237,8.5746365,0,,.893,0,0
2007,115,.75,.5625,.15381813,.078125,.09765625,.06911058,.1893172,0,.75,,.11117107,13.124268,8.6762552,0,,.893,0,0
2008,115,.77499998,.60062498,.25190413,.07421875,.078125,.06911058,.18686959,0,.75,,.11117107,13.13559,8.8498154,,,.893,0,
2009,115,.80000001,.64000005,.042895079,.09375,.07421875,.06911058,.19326921,0,.75,5,.11117107,13.147099,8.9308186,,,.893,0,
2010,115,.82499999,.68062496,-.079957247,.0703125,.09375,.06911058,.1831591,0,.75,,.11117107,13.158003,9.0396595,,.04587156,.893,0,
2011,115,.85000002,.72250003,-.11377752,.078125,.0703125,.06911058,.1841581,0,.75,,.11117107,13.168176,9.0417442,,,.893,0,
2012,115,.875,.765625,.010122661,.1484375,.078125,.06911058,.18460026,0,.75,,.11117107,13.177864,9.1508312,,,.893,0,
2013,115,.89999998,.80999994,-.07619977,.11328125,.1484375,.06911058,.18478194,0,.75,,.11117107,13.18712,9.1714277,,,.871,-.022,
2014,115,.92500001,.85562503,,.12109375,.11328125,.06911058,.18421713,0,.75,,.11117107,13.196074,9.1778288,,,.871,0,
2015,115,.94999999,.90249997,,.078125,.12109375,.06911058,.18431436,0,.75,,.11117107,13.204819,9.1031599,,,.871,0,
2016,115,.97500002,.95062506,,.1171875,.078125,.06911058,.00017886799,0,.75,,.11117107,,,,,.855,-.016000001,
2017,115,1,1,,.11328125,.1171875,.06911058,.00017886799,0,.75,,.11117107,,,,,.855,0,
1960,130,,,,,,,,,,,,,5.4038792,,,.7,0,
1961,130,,,,,,,,,,,,,5.3440161,,,.7,0,
1962,130,,,,,,,,,,,,,5.2941737,,,.672,-.028000001,
1963,130,,,,,,,,,,,,,5.3452845,,,.435,-.237,
1964,130,,,,,,,,,,,,,5.4237151,,,.459,.024,
1965,130,,,,,,,,,,,,,6.1195617,,,.459,0,
1966,130,,,,,,,,,,,,,6.1079097,,,.52,.061000001,
1967,130,,,,,,,,,,,,,6.128571,,,.623,.103,
1968,130,,,,,,,,,,,,,6.1105156,,,.623,0,
1969,130,,,,,,,,,,,,,6.2681489,,,.623,0,
1970,130,,,,,,,,,,,,,6.1556783,,,.623,0,
1971,130,,,,,,,,,,,,,6.0884953,,,.623,0,
1972,130,,,,,,,,,,,,,6.2057443,,,.526,-.097000003,
1973,130,,,,,,,,,,,,,6.3777423,,,.439,-.086999997,
1974,130,,,,,,,,,,,,,6.8780541,,,.439,0,
1975,130,,,,,,,,,,,,,7.0089736,,,.439,0,
1976,130,,,,,,,,,,6,.1662844,,7.1439261,,,.439,0,
1977,130,0,0,,.0390625,,.082602896,.18601865,0,.25,4,.1662844,15.813502,7.3100505,,.055045873,.439,0,
1978,130,.025,.00062499999,-.0034654099,.0390625,.0390625,.082602896,.1846049,0,.25,4,.1662844,15.839962,7.361732,,.036697246,.505,.066,
1979,130,.050000001,.0024999999,.11342466,.05859375,.0390625,.082602896,.18500003,0,.94999999,1,.1662844,15.866122,7.5086355,,.036697246,.6830000000000001,.178,
1980,130,.075000003,.0056250002,-.017676059,.02734375,.05859375,.082602896,.18623483,0,.94999999,,.1662844,15.892004,7.7150292,,.0091743115,.727,.044,
1981,130,.1,.010000001,-.04699558,.01953125,.02734375,.082602896,.18570814,0,.94999999,,.1662844,15.917593,7.8880763,,,.727,0,
1982,130,.125,.015625,.059937838,.04296875,.01953125,.082602896,.18603897,0,.94999999,,.1662844,15.942901,7.772584,,,.727,0,
1983,130,.15000001,.022500001,-.16387284,.03125,.04296875,.082602896,.18658927,0,.94999999,,.1662844,15.967995,7.5974135,,,.752,.025,
1984,130,.175,.030624999,-.095611513,.0546875,.03125,.082602896,.18680155,0,.89999998,,.1662844,15.992957,7.5583625,,,.595,-.15700001,
1985,130,.2,.040000003,-.3045997,.04296875,.0546875,.082602896,.19012515,0,.89999998,27,.1662844,16.01783,7.5473804,,,.343,-.252,
1986,130,.22499999,.050624996,-.26102662,.04296875,.04296875,.082602896,.18918034,0,.89999998,33,.1662844,16.042606,7.4094353,,.24770643,.406,.063000001,
1987,130,.25,.0625,-.028091371,.03125,.04296875,.082602896,.19088265,0,.89999998,45,.1662844,16.067238,7.2911806,,.30275229,.406,0,
1988,130,.27500001,.075625002,.14060378,.01953125,.03125,.082602896,.19609684,0,.94999999,23,.1662844,16.091667,7.200531,,.41284403,.639,.233,
1989,130,.30000001,.090000004,.29884994,.03515625,.01953125,.082602896,.19301954,0,.94999999,14,.1662844,16.115831,7.2386637,,.21100917,.852,.213,
1990,130,.32499999,.10562499,-.076393493,.04296875,.03515625,.082602896,.1968724,0,.94999999,32,.1662844,16.139669,7.3074722,,.12844037,.852,0,
1991,130,.34999999,.12249999,.18866837,.04296875,.04296875,.082602896,.19179724,0,.94999999,27,.1662844,16.163164,7.3926411,,.29357797,.852,0,
1992,130,.375,.140625,.020880699,.0234375,.04296875,.082602896,.19343434,0,.94999999,37,.1662844,16.186285,7.4325752,0,.24770643,.852,0,0
1993,130,.40000001,.16000001,.19684136,.03125,.0234375,.082602896,.19077858,0,.94999999,32,.1662844,16.20896,7.4555144,0,.33944955,.852,0,0
1994,130,.42500001,.18062501,.25948703,.04296875,.03125,.082602896,.19672887,0,.94999999,28,.1662844,16.23111,7.614903,0,.29357797,.852,0,0
1995,130,.44999999,.20249999,.0096312203,.05078125,.04296875,.082602896,.19617105,.071428575,.94999999,22,.1662844,16.252676,7.6665187,0,.25688073,.852,0,0
1996,130,.47499999,.22562499,-.074649446,.0703125,.05078125,.082602896,.1970132,0,.94999999,34,.1662844,16.273687,7.6774702,0,.20183486,.852,0,0
1997,130,.5,.25,-.073788457,.05859375,.0703125,.082602896,.19758485,0,.89999998,21,.1662844,16.294147,7.7670946,0,.3119266,.852,0,0
1998,130,.52499998,.27562496,-.01090527,.0703125,.05859375,.082602896,.19424419,0,.94999999,27,.1662844,16.313982,7.7408414,0,.19266056,.852,0,0
1999,130,.55000001,.30250001,-.073589981,.07421875,.0703125,.082602896,.19139791,0,.94999999,13,.1662844,16.333101,7.368001,0,.24770643,.852,0,0
2000,130,.57499999,.330625,.09922266,.08203125,.07421875,.082602896,.19191583,0,.80000001,19,.1662844,16.351475,7.2802086,0,.11926606,.852,0,0
2001,130,.60000002,.36000001,-.097615123,.0078125,.08203125,.082602896,.19369242,0,.80000001,14,.1662844,16.369068,7.5515766,0,.17431192,.852,0,0
2002,130,.625,.390625,.034689311,.0859375,.0078125,.082602896,.19832303,0,.80000001,11,.1662844,16.385988,7.6888986,0,.12844037,.852,0,0
2003,130,.64999998,.42249995,.00141889,.0625,.0859375,.082602896,.19740388,0,.80000001,8,.1662844,16.402493,7.7999458,0,.10091743,.852,0,0
2004,130,.67500001,.45562503,.14437377,.05078125,.0625,.082602896,.1991127,0,.80000001,17,.1662844,16.418915,7.9041719,0,.073394492,.852,0,0
2005,130,.69999999,.48999998,.10702491,.1015625,.05078125,.082602896,.19806296,0,.80000001,14,.1662844,16.435474,8.0136557,0,.1559633,.852,0,0
2006,130,.72500002,.52562505,.094032586,.1015625,.1015625,.082602896,.19691862,0,.85000002,14,.1662844,16.452244,8.11695,0,.12844037,.874,.022,0
2007,130,.75,.5625,.10295331,.08203125,.1015625,.082602896,.1961064,0,.75,4,.1662844,16.469139,8.1861057,0,.12844037,.9320000000000001,.057999998,0
2008,130,.77499998,.60062498,.17720848,.08984375,.08203125,.082602896,.1960772,0,.75,15,.1662844,16.486038,8.3605251,,.036697246,.924,-.0080000004,
2009,130,.80000001,.64000005,.14921039,.1015625,.08984375,.082602896,.19515365,0,.75,3,.1662844,16.502768,8.3559809,,.13761468,.924,0,
2010,130,.82499999,.68062496,.21083683,.16796875,.1015625,.082602896,.1958752,0,.75,16,.1662844,16.519197,8.4461918,,.027522936,.907,-.017000001,
2011,130,.85000002,.72250003,-.067436405,.140625,.16796875,.082602896,.19375087,0,.75,10,.1662844,16.535311,8.5608997,,.14678898,.907,0,
2012,130,.875,.765625,.069743402,.2421875,.140625,.082602896,.20004104,0,.75,5,.1662844,16.551144,8.6486015,,.091743119,.907,0,
2013,130,.89999998,.80999994,.14078617,.23828125,.2421875,.082602896,.19297063,0,.75,,.1662844,16.566704,8.7080803,,.04587156,.885,-.022,
2014,130,.92500001,.85562503,,.25390625,.23828125,.082602896,.19495758,0,.75,,.1662844,16.582012,8.7555552,,,.885,0,
2015,130,.94999999,.90249997,,.2109375,.25390625,.082602896,.1865814,0,.75,,.1662844,16.597082,8.7400341,,,.902,.017000001,
2016,130,.97500002,.95062506,,.1953125,.2109375,.082602896,.00017886799,0,.75,,.1662844,,,,,.902,0,
2017,130,1,1,,.1796875,.1953125,.082602896,.00017886799,0,.75,,.1662844,,,,,.9320000000000001,.029999999,
1960,135,,,,,,,,,,,,,5.5168099,,,.832,0,
1961,135,,,,,,,,,,,,,5.6084623,,,.832,0,
1962,135,,,,,,,,,,,,,5.7051635,,,.832,0,
1963,135,,,,,,,,,,,,,5.7676873,,,.832,0,
1964,135,,,,,,,,,,,,,5.929523,,,.832,0,
1965,135,,,,,,,,,,,,,6.0707321,,,.832,0,
1966,135,,,,,,,,,,,,,6.2106462,,,.832,0,
1967,135,,,,,,,,,,,,,6.1963196,,,.832,0,
1968,135,,,,,,,,,,,,,6.0916348,,,.608,-.22400001,
1969,135,,,,,,,,,,,,,6.1768422,,,.484,-.124,
1970,135,,,,,,,,,,,,,6.2958579,,,.484,0,
1971,135,,,,,,,,,,,,,6.3781676,,,.484,0,
1972,135,,,,,,,,,,,,,6.4547114,,,.484,0,
1973,135,,,,,,,,,,,,,6.6077328,,,.484,0,
1974,135,,,,,,,,,,,,,6.8129311,,,.484,0,
1975,135,,,,,,,,,,,,,6.9825907,,,.484,0,
1976,135,,,,,,,,,,20,.27388018,,6.9000158,,,.484,0,
1977,135,0,0,,.01953125,,.10332032,.18989931,0,.15000001,,.27388018,16.591925,6.7867637,,.18348624,.484,0,
1978,135,.025,.00062499999,.1153484,.01953125,.01953125,.10332032,.19137657,0,.40000001,,.27388018,16.61833,6.6032591,,,.484,0,
1979,135,.050000001,.0024999999,-.050725639,.05078125,.01953125,.10332032,.19622926,0,.64999998,,.27388018,16.644289,6.8225651,,,.484,0,
1980,135,.075000003,.0056250002,-.11242986,.03515625,.05078125,.10332032,.19373985,0,.85000002,13,.27388018,16.669628,6.9246912,,,.412,-.071999997,
1981,135,.1,.010000001,-.13309747,.0234375,.03515625,.10332032,.19366068,0,.85000002,22,.27388018,16.69429,7.0770187,,.11926606,.539,.127,
1982,135,.125,.015625,-.31204164,.0234375,.0234375,.10332032,.19340797,.21428572,.85000002,28,.27388018,16.718346,7.0597005,,.20183486,.383,-.156,
1983,135,.15000001,.022500001,-.3627637,.09375,.0234375,.10332032,.1980463,.21428572,.85000002,30,.27388018,16.741917,6.8078146,,.25688073,.383,0,
1984,135,.175,.030624999,-.27469307,.08203125,.09375,.10332032,.19648729,.21428572,.85000002,37,.27388018,16.765177,6.7990937,,.27522936,.383,0,
1985,135,.2,.040000003,-.037826899,.078125,.08203125,.10332032,.19370247,.21428572,.85000002,61,.27388018,16.788227,6.7144785,,.33944955,.383,0,
